"Commodity.Code","Commodity","Partner.Code","Partner"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",104,"Myanmar"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",104,"Myanmar"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",104,"Myanmar"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",104,"Myanmar"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",104,"Myanmar"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",104,"Myanmar"
"67951","67951 - Cast fittings of non-malleable cast iron",104,"Myanmar"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",104,"Myanmar"
"69211","69211 - ....of iron or steel",104,"Myanmar"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",104,"Myanmar"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",104,"Myanmar"
"69311","69311 - ....of iron or steel",104,"Myanmar"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",104,"Myanmar"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",104,"Myanmar"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",104,"Myanmar"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",104,"Myanmar"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",104,"Myanmar"
"69751","69751 - ....of iron or steel",104,"Myanmar"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",104,"Myanmar"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",104,"Myanmar"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",104,"Myanmar"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",104,"Myanmar"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",104,"Myanmar"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",104,"Myanmar"
"69967","69967 - Articles of iron or steel wire, n.e.s.",104,"Myanmar"
"69969","69969 - Articles of iron or steel, n.e.s.",104,"Myanmar"
"73731","73731 - Soldering irons and guns",104,"Myanmar"
"77584","77584 - Electric smoothing-irons",104,"Myanmar"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",516,"Namibia"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",516,"Namibia"
"28231","28231 - Waste and scrap of tinned iron or steel",516,"Namibia"
"28233","28233 - Remelting scrap ingots of iron or steel",516,"Namibia"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",516,"Namibia"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",516,"Namibia"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",516,"Namibia"
"67123","67123 - Alloy pig-iron and spiegeleisen",516,"Namibia"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",516,"Namibia"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",516,"Namibia"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",516,"Namibia"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",516,"Namibia"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",516,"Namibia"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",516,"Namibia"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",516,"Namibia"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",516,"Namibia"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",516,"Namibia"
"67633","67633 - ....other, of iron or non-alloy steel",516,"Namibia"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",516,"Namibia"
"67644","67644 - ….of other iron or other non-alloy steel",516,"Namibia"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",516,"Namibia"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",516,"Namibia"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",516,"Namibia"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",516,"Namibia"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",516,"Namibia"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",516,"Namibia"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",516,"Namibia"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",516,"Namibia"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",516,"Namibia"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",516,"Namibia"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",516,"Namibia"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",516,"Namibia"
"67951","67951 - Cast fittings of non-malleable cast iron",516,"Namibia"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",516,"Namibia"
"69211","69211 - ....of iron or steel",516,"Namibia"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",516,"Namibia"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",516,"Namibia"
"69311","69311 - ....of iron or steel",516,"Namibia"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",516,"Namibia"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",516,"Namibia"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",516,"Namibia"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",516,"Namibia"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",516,"Namibia"
"69751","69751 - ....of iron or steel",516,"Namibia"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",516,"Namibia"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",516,"Namibia"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",516,"Namibia"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",516,"Namibia"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",516,"Namibia"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",516,"Namibia"
"69967","69967 - Articles of iron or steel wire, n.e.s.",516,"Namibia"
"69969","69969 - Articles of iron or steel, n.e.s.",516,"Namibia"
"73731","73731 - Soldering irons and guns",516,"Namibia"
"77584","77584 - Electric smoothing-irons",516,"Namibia"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",524,"Nepal"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",524,"Nepal"
"28231","28231 - Waste and scrap of tinned iron or steel",524,"Nepal"
"28233","28233 - Remelting scrap ingots of iron or steel",524,"Nepal"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",524,"Nepal"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",524,"Nepal"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",524,"Nepal"
"67123","67123 - Alloy pig-iron and spiegeleisen",524,"Nepal"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",524,"Nepal"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",524,"Nepal"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",524,"Nepal"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",524,"Nepal"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",524,"Nepal"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",524,"Nepal"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",524,"Nepal"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",524,"Nepal"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",524,"Nepal"
"67633","67633 - ....other, of iron or non-alloy steel",524,"Nepal"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",524,"Nepal"
"67644","67644 - ….of other iron or other non-alloy steel",524,"Nepal"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",524,"Nepal"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",524,"Nepal"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",524,"Nepal"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",524,"Nepal"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",524,"Nepal"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",524,"Nepal"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",524,"Nepal"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",524,"Nepal"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",524,"Nepal"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",524,"Nepal"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",524,"Nepal"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",524,"Nepal"
"67951","67951 - Cast fittings of non-malleable cast iron",524,"Nepal"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",524,"Nepal"
"69211","69211 - ....of iron or steel",524,"Nepal"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",524,"Nepal"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",524,"Nepal"
"69311","69311 - ....of iron or steel",524,"Nepal"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",524,"Nepal"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",524,"Nepal"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",524,"Nepal"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",524,"Nepal"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",524,"Nepal"
"69751","69751 - ....of iron or steel",524,"Nepal"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",524,"Nepal"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",524,"Nepal"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",524,"Nepal"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",524,"Nepal"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",524,"Nepal"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",524,"Nepal"
"69967","69967 - Articles of iron or steel wire, n.e.s.",524,"Nepal"
"69969","69969 - Articles of iron or steel, n.e.s.",524,"Nepal"
"73731","73731 - Soldering irons and guns",524,"Nepal"
"77584","77584 - Electric smoothing-irons",524,"Nepal"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",528,"Netherlands"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",528,"Netherlands"
"28231","28231 - Waste and scrap of tinned iron or steel",528,"Netherlands"
"28233","28233 - Remelting scrap ingots of iron or steel",528,"Netherlands"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",528,"Netherlands"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",528,"Netherlands"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",528,"Netherlands"
"67123","67123 - Alloy pig-iron and spiegeleisen",528,"Netherlands"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",528,"Netherlands"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",528,"Netherlands"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",528,"Netherlands"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",528,"Netherlands"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",528,"Netherlands"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",528,"Netherlands"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",528,"Netherlands"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",528,"Netherlands"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",528,"Netherlands"
"67633","67633 - ....other, of iron or non-alloy steel",528,"Netherlands"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",528,"Netherlands"
"67644","67644 - ….of other iron or other non-alloy steel",528,"Netherlands"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",528,"Netherlands"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",528,"Netherlands"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",528,"Netherlands"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",528,"Netherlands"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",528,"Netherlands"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",528,"Netherlands"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",528,"Netherlands"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",528,"Netherlands"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",528,"Netherlands"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",528,"Netherlands"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",528,"Netherlands"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",528,"Netherlands"
"67951","67951 - Cast fittings of non-malleable cast iron",528,"Netherlands"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",528,"Netherlands"
"69211","69211 - ....of iron or steel",528,"Netherlands"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",528,"Netherlands"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",528,"Netherlands"
"69311","69311 - ....of iron or steel",528,"Netherlands"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",528,"Netherlands"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",528,"Netherlands"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",528,"Netherlands"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",528,"Netherlands"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",528,"Netherlands"
"69751","69751 - ....of iron or steel",528,"Netherlands"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",528,"Netherlands"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",528,"Netherlands"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",528,"Netherlands"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",528,"Netherlands"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",528,"Netherlands"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",528,"Netherlands"
"69967","69967 - Articles of iron or steel wire, n.e.s.",528,"Netherlands"
"69969","69969 - Articles of iron or steel, n.e.s.",528,"Netherlands"
"73731","73731 - Soldering irons and guns",528,"Netherlands"
"77584","77584 - Electric smoothing-irons",528,"Netherlands"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",554,"New Zealand"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",554,"New Zealand"
"28231","28231 - Waste and scrap of tinned iron or steel",554,"New Zealand"
"28233","28233 - Remelting scrap ingots of iron or steel",554,"New Zealand"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",554,"New Zealand"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",554,"New Zealand"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",554,"New Zealand"
"67123","67123 - Alloy pig-iron and spiegeleisen",554,"New Zealand"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",554,"New Zealand"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",554,"New Zealand"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",554,"New Zealand"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",554,"New Zealand"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",554,"New Zealand"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",554,"New Zealand"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",554,"New Zealand"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",554,"New Zealand"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",554,"New Zealand"
"67633","67633 - ....other, of iron or non-alloy steel",554,"New Zealand"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",554,"New Zealand"
"67644","67644 - ….of other iron or other non-alloy steel",554,"New Zealand"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",554,"New Zealand"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",554,"New Zealand"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",554,"New Zealand"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",554,"New Zealand"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",554,"New Zealand"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",554,"New Zealand"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",554,"New Zealand"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",554,"New Zealand"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",554,"New Zealand"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",554,"New Zealand"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",554,"New Zealand"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",554,"New Zealand"
"67951","67951 - Cast fittings of non-malleable cast iron",554,"New Zealand"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",554,"New Zealand"
"69211","69211 - ....of iron or steel",554,"New Zealand"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",554,"New Zealand"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",554,"New Zealand"
"69311","69311 - ....of iron or steel",554,"New Zealand"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",554,"New Zealand"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",554,"New Zealand"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",554,"New Zealand"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",554,"New Zealand"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",554,"New Zealand"
"69751","69751 - ....of iron or steel",554,"New Zealand"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",554,"New Zealand"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",554,"New Zealand"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",554,"New Zealand"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",554,"New Zealand"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",554,"New Zealand"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",554,"New Zealand"
"69967","69967 - Articles of iron or steel wire, n.e.s.",554,"New Zealand"
"69969","69969 - Articles of iron or steel, n.e.s.",554,"New Zealand"
"73731","73731 - Soldering irons and guns",554,"New Zealand"
"77584","77584 - Electric smoothing-irons",554,"New Zealand"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",558,"Nicaragua"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",558,"Nicaragua"
"28231","28231 - Waste and scrap of tinned iron or steel",558,"Nicaragua"
"28233","28233 - Remelting scrap ingots of iron or steel",558,"Nicaragua"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",558,"Nicaragua"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",558,"Nicaragua"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",558,"Nicaragua"
"67123","67123 - Alloy pig-iron and spiegeleisen",558,"Nicaragua"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",558,"Nicaragua"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",558,"Nicaragua"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",558,"Nicaragua"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",558,"Nicaragua"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",558,"Nicaragua"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",558,"Nicaragua"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",558,"Nicaragua"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",558,"Nicaragua"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",558,"Nicaragua"
"67633","67633 - ....other, of iron or non-alloy steel",558,"Nicaragua"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",558,"Nicaragua"
"67644","67644 - ….of other iron or other non-alloy steel",558,"Nicaragua"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",558,"Nicaragua"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",558,"Nicaragua"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",558,"Nicaragua"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",558,"Nicaragua"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",558,"Nicaragua"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",558,"Nicaragua"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",558,"Nicaragua"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",558,"Nicaragua"
